id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,pulled_at,market_cap_tier
6535,NEAR Protocol,NEAR,near-protocol,523,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'circle-ventures-portfolio', 'layer-1', 'alleged-sec-securities', 'modular-blockchain', 'account-abstraction', 'data-availability', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,1230398019.0,1258215719.0,False,,35,1209202633.0,2470245213.847142,,2025-07-01T18:25:00.000Z,2.04287118340003,120953047.2397453,-27.5247,-1.15325117,-4.14983797,-6.67434361,-15.50062617,-20.05395193,-22.46137523,2513544657.1275826,0.0771,2570372634.85,,2025-07-01T18:25:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
3635,Cronos,CRO,cronos,291,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'centralized-exchange', 'mobile', 'payments', 'layer-1']",100000000000.0,31108554761.146954,97543210869.0,False,,36,97393210558.0,7792594990.21724,,2025-07-01T18:26:00.000Z,0.08001168608746667,12328298.53015411,15.1518,-0.19047885,-0.62559357,-4.87338228,-23.56081715,-12.59564948,-22.98756837,2489047918.1836567,0.0764,8001168608.75,,2025-07-01T18:26:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
1321,Ethereum Classic,ETC,ethereum-classic,635,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'layer-1', '2017-2018-alt-season', 'ethereum-classic-ecosystem', 'binance-ecosystem', 'binance-listing']",210700000.0,152536159.28083196,210700000.0,False,,37,,,,2025-07-01T18:25:00.000Z,16.06356568684809,54078751.5693439,-28.8217,-0.29846532,-3.33126838,-2.03000343,-5.18068911,-6.42633989,-4.48684935,2450274614.227167,0.0752,3384593290.22,,2025-07-01T18:25:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
21159,Ondo,ONDO,ondo-finance,317,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,3159107529.0,10000000000.0,False,,38,1426647567.0,1056082191.3502023,1.67661033,2025-07-01T18:26:00.000Z,0.7402544368900903,90464542.49649179,-14.8485,-1.07670588,-4.05733729,-4.18086148,-10.70721194,-19.48206683,-12.06199156,2338543364.9551396,0.0717,7402544368.9,1394804341.06464,2025-07-01T18:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
36148,World Liberty Financial USD,USD1,usd1,281,2025-04-13T05:37:56.000Z,"['stablecoin', 'usd-stablecoin', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,2206586696.0,2206586696.0,False,,39,,,,2025-07-01T18:25:00.000Z,1.000163093794816,1394410833.5261915,-6.9106,-0.00525771,-0.00360353,-0.00852641,0.05252908,-0.01855148,-0.1392715,2206946576.5978413,0.0677,2206946576.6,,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8d0D000Ee44948FC98c9B98A4FA4921476f08B0d,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
20396,Kaspa,KAS,kaspa,189,2022-06-01T00:03:58.000Z,"['mineable', 'dag', 'pow', 'store-of-value', 'polychain-capital-portfolio', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing']",28704026601.0,26390019165.55258,26390019165.55258,False,,40,26389535003.34,1926030418.5049412,,2025-07-01T18:25:00.000Z,0.07298462887887841,78775573.2797337,2.9473,-1.01177763,-3.18503517,-1.99317615,-14.76424962,-26.38173262,9.26682209,1926065754.9043436,0.059,2094952728.8,,2025-07-01T18:25:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
4269,GateToken,GT,gatetoken,36,2019-08-20T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'ethereum-ecosystem', 'solana-ecosystem', 'ftx-bankruptcy-estate']",300000000.0,122910588.0,133600000.0,False,,41,,,,2025-07-01T18:25:00.000Z,15.347676486284605,4964839.30147629,-36.4702,-0.02738598,-0.37677453,-6.00112072,-20.34796623,-29.52195321,-32.92454893,1886391941.3630147,0.0578,4604302945.89,,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe66747a101bff2dba3697199dcce5b743b454759,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
27075,Mantle,MNT,mantle,146,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio']",6219316795.0,3365794382.8368406,6219316794.99,False,,42,3365794382.84,1874190793.8186817,,2025-07-01T18:25:00.000Z,0.5568346074180774,232181046.81034723,56.3362,-0.68062846,-4.63203681,-9.35627799,-18.03344484,-24.52122839,-30.52340613,1874190793.8169224,0.0575,3463130825.95,,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
28321,POL (prev. MATIC),POL,polygon-ecosystem-token,544,2023-10-30T14:43:57.000Z,"['ethereum-ecosystem', 'layer-2', 'polygon-ecosystem', 'binance-ecosystem', 'binance-listing']",,10458909885.585976,10458909885.585976,False,,43,62242397.94,11141904.48746744,,2025-07-01T18:25:00.000Z,0.17900827821909973,115704365.96568501,-3.3842,-1.85163374,-4.47160645,-1.222231,-16.3137591,-24.49350971,-8.62372272,1872231450.6674669,0.0574,1872231450.67,,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x455e53cbb86018ac2b8092fdcd39d8444affc3f6,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
3077,VeChain,VET,vechain,345,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio', 'real-world-assets', 'layer-1', 'binance-ecosystem', 'binance-listing']",86712634466.0,85985041177.0,85985041177.0,False,,44,85985041177.0,1750817507.5571303,,2025-07-01T18:25:00.000Z,0.020361884853355793,25579831.63852502,-13.9888,-1.04433949,-3.68852965,-4.85145702,-15.51777784,-25.79063766,-11.48424711,1750817507.5571303,0.0537,1765632678.33,,2025-07-01T18:25:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
35336,OFFICIAL TRUMP,TRUMP,official-trump,602,2025-01-18T04:19:35.000Z,"['memes', 'solana-ecosystem', 'political-memes', 'celebrity-memes', 'made-in-america', 'moonshot', 'binance-ecosystem', 'binance-listing']",999999993.45,199999346.855103,999999371.21911,False,,45,200000000.0,1717121069.1293514,,2025-07-01T18:25:00.000Z,8.585605345646757,250331500.74862945,24.1544,-0.79793213,-3.73102072,-6.93409834,-23.75805144,-33.32951742,-17.15598832,1717115461.485032,0.0527,8585605289.41,,2025-07-01T18:25:00.000Z,5426.0,Solana,SOL,solana,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
33038,Sky,SKY,sky,28,2024-09-18T13:25:16.000Z,"['store-of-value', 'defi', 'dao', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'spartan-group', 'bnb-chain-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'standard-crypto-portfolio']",,21299846964.870502,23462665147.365967,False,,46,22399156399.0,1748102219.1455057,,2025-07-01T18:26:00.000Z,0.07804321680719854,5879888.55993124,-7.9874,-0.6704578,-4.28888381,-8.36802063,18.71185619,20.28312731,36.1246911,1662308574.6395385,0.051,1831101862.97,,2025-07-01T18:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x56072C95FAA701256059aa122697B133aDEd9279,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
11841,Arbitrum,ARB,arbitrum,1153,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosystem', 'osmosis-ecosystem', 'modular-blockchain', 'egirl-capital-portfolio', 'binance-ecosystem', 'binance-listing']",,4963238296.0,10000000000.0,False,,47,,,,2025-07-01T18:26:00.000Z,0.32470461537040446,337050987.893058,-60.1606,-0.76566023,-5.13216262,0.86409708,-3.72040225,-4.48998952,-0.88612018,1611586381.8943417,0.0494,3247046153.7,,2025-07-01T18:26:00.000Z,11841.0,Arbitrum,ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
5690,Render,RENDER,render,571,2020-06-11T00:00:00.000Z,"['art', 'media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'defi', 'gaming', 'scaling', 'video', 'ethereum-ecosystem', 'solana-ecosystem', 'metaverse', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem', 'web3', 'generative-ai', 'depin', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'binance-ecosystem', 'binance-listing']",644168762.0,518128769.05628264,532888942.3362826,False,,48,544852871.0,1663244823.3106108,,2025-07-01T18:26:00.000Z,3.0526494616022877,51068709.0874223,-34.2598,-1.06517721,-5.38970548,-5.42261851,-21.55848486,-36.95454395,-16.8591495,1581665507.9003172,0.0485,1966421424.5,,2025-07-01T18:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
3773,Artificial Superintelligence Alliance,FET,artificial-superintelligence-alliance,476,2019-03-02T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'iot', 'ethereum-ecosystem', 'binance-launchpad', 'web3', 'injective-ecosystem', 'osmosis-ecosystem', 'generative-ai', 'dwf-labs-portfolio', 'ai-agents', 'binance-ecosystem', 'binance-listing']",2719493897.0,2393596214.5895467,2714493896.672,False,,49,2389296911.0,1565697775.7334964,,2025-07-01T18:25:00.000Z,0.6552964466346712,88722199.43489371,-19.9199,-1.02152807,-3.31135268,-2.4360371,-13.11794121,-8.68961442,41.7391541,1568515094.0987298,0.0481,1782074687.35,,2025-07-01T18:25:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
23149,Sei,SEI,sei,277,2023-08-14T07:35:00.000Z,"['coinbase-ventures-portfolio', 'multicoin-capital-portfolio', 'layer-1', 'jump-crypto', 'sei-ecosystem', 'parallel-evm', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,5556944444.0,10000000000.0,False,,50,,,,2025-07-01T18:26:00.000Z,0.27890571011991466,265217584.68172345,-23.8185,-0.44519708,-3.03768405,-0.82340179,43.80457798,26.30766045,60.46797005,1549863536.2507343,0.0475,2789057101.2,,2025-07-01T18:26:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
3794,Cosmos,ATOM,cosmos,885,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'communications-social-media', 'content-creation', 'defi', 'interoperability', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'alleged-sec-securities', 'binance-ecosystem', 'binance-listing']",,390934204.0,390934204.0,True,,51,,,,2025-07-01T18:26:00.000Z,3.9609459032621177,69607349.32697068,-21.0723,-0.49745377,-3.51991636,-2.45448139,-8.32129272,-10.62098313,-11.46017915,1548469233.778837,0.0475,1548469233.78,,2025-07-01T18:26:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
30171,Ethena,ENA,ethena,293,2024-03-29T04:42:08.000Z,"['defi', 'ethereum-ecosystem', 'binance-labs-portfolio', 'okx-ventures-portfolio', 'cmc-crypto-yearbook-2024-2025', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",15000000000.0,6087500000.0,15000000000.0,False,,52,1479139274.0,374441669.7271647,0.28234368,2025-07-01T18:25:00.000Z,0.253148352091667,110105804.67259479,-35.5548,-0.7647728,-5.71592918,-4.96213359,-18.27654164,-18.56106487,-29.76844606,1541040593.3580227,0.0473,3797225281.38,5458031190.147409,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x57e114B691Db790C35207b2e685D4A43181e6061,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
2280,Filecoin,FIL,filecoin,608,2017-12-13T00:00:00.000Z,"['mineable', 'ai-big-data', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'filecoin-ecosystem', 'layer-1', 'alleged-sec-securities', 'depin', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,679488868.0,1959299117.0,False,,53,,,,2025-07-01T18:25:00.000Z,2.2128705635183556,132950692.11946867,-25.2404,-1.11923865,-3.81556622,-3.93251017,-13.25270607,-21.50463754,-21.93085191,1503620914.2356095,0.0461,4335675341.14,,2025-07-01T18:25:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
4030,Algorand,ALGO,algorand,511,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'algorand-ecosystem', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'real-world-assets', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', 'made-in-america', 'binance-ecosystem', 'binance-listing']",10000000000.0,8635930524.215466,10000000000.0,False,,54,8635912496.46,1487154828.2511864,,2025-07-01T18:26:00.000Z,0.17220587041158597,126827322.40646917,138.953,-3.09491289,-5.03576472,-4.60286529,-11.47651651,-20.64885608,-9.42770493,1487157932.7365081,0.0456,1722058704.12,,2025-07-01T18:26:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
26081,First Digital USD,FDUSD,first-digital-usd,548,2023-07-26T04:26:40.000Z,"['stablecoin', 'binance-smart-chain', 'usd-stablecoin', 'fiat-stablecoin', 'binance-ecosystem', 'binance-listing']",,1470583738.700668,1470583738.700668,False,,55,1470583738.7,1467919426.137313,,2025-07-01T18:26:00.000Z,0.9981882619176502,4852424582.738715,27.132,0.01433433,-0.01254961,-0.06883274,-0.04095986,-0.07468867,1.89033151,1467919426.1379797,0.045,1467919426.14,,2025-07-01T18:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
13502,Worldcoin,WLD,worldcoin-org,436,2021-10-28T15:31:43.000Z,"['defi', 'privacy', 'zero-knowledge-proofs', 'identity', 'ethereum-ecosystem', 'governance', 'blockchain-capital-portfolio', 'a16z-portfolio', 'token', 'optimism-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,1687035515.7812686,10000000000.0,False,,56,1687035515.78,1441724237.613394,,2025-07-01T18:25:00.000Z,0.8545903296806491,115330998.91817136,-29.2607,-0.99526226,-5.23215613,-6.67531585,-24.8153511,-16.66556969,9.9827529,1441724237.614478,0.0442,8545903296.81,,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x163f8c2467924be0ae7b5347228cabf260318753,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
2087,KuCoin Token,KCS,kucoin-token,61,2017-10-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'ethereum-ecosystem']",200000000.0,127467221.78199917,142467221.78199917,False,,57,,,,2025-07-01T18:26:00.000Z,11.067512981000426,1508804.78792443,-69.6145,0.10110476,-0.90598204,0.25175151,-2.32704072,2.44885851,1.90257058,1410745131.7243361,0.0433,2213502596.2,,2025-07-01T18:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
29210,Jupiter,JUP,jupiter-ag,710,2024-01-31T08:38:13.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'amm', 'solana-ecosystem', 'cross-chain', 'moonshot', 'binance-ecosystem', 'binance-listing']",7000000000.0,3004799999.98,6999215448.133845,False,,58,2951327777.76,1270189264.7042644,,2025-07-01T18:26:00.000Z,0.4303789210659323,55523420.857393,-28.9192,-0.91627137,-7.00545813,4.47191736,-18.12175736,-7.04903113,5.559807,1293202582.0103056,0.0396,3012652447.46,,2025-07-01T18:26:00.000Z,5426.0,Solana,SOL,solana,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
3155,Quant,QNT,quant,320,2018-08-10T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'ethereum-ecosystem', 'real-world-assets', 'binance-ecosystem', 'binance-listing']",14881364.0,12072738.0,14881364.0,False,,59,,,,2025-07-01T18:25:00.000Z,103.71759374008789,12439291.03016734,-15.0084,-0.27072365,-3.5055218,3.38283368,-3.60659966,24.72626197,50.25887451,1252155335.2145212,0.0384,1543459265.65,,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
7950,Flare,FLR,flare,93,2020-12-11T00:00:00.000Z,"['layer-1', 'dwf-labs-portfolio']",,67529008884.3201,103651724525.84407,False,,60,67529008884.32,1155098811.0369866,,2025-07-01T18:25:00.000Z,0.017105223815970984,6208656.07885084,48.5954,0.19298983,-1.06242119,0.05445229,-7.11344412,-2.19865791,29.52010985,1155098811.0369883,0.0354,1772985946.93,,2025-07-01T18:25:00.000Z,,,,,,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
23635,Four,FORM,binaryx-new,167,2023-02-22T12:30:00.000Z,"['gaming', 'binance-chain', 'bnb-chain-ecosystem', 'binance-ecosystem', 'binance-listing']",580000000.0,381867255.144574,572301922.0959299,False,,61,381867255.14,1122365256.67715,,2025-07-01T18:26:00.000Z,2.939150297832342,12316177.0124271,5.2257,-0.0377996,0.34543503,8.84662604,4.29462375,38.26766843,32.86811583,1122365256.6905935,0.0344,1704707172.74,,2025-07-01T18:26:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x5b73A93b4E5e4f1FD27D8b3F8C97D69908b5E284,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
23095,Bonk,BONK,bonk1,711,2022-12-30T06:58:50.000Z,"['memes', 'ethereum-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'doggone-doggerel', 'arbitrum-ecosystem', 'injective-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'dwf-labs-portfolio', 'base-ecosystem', 'cmc-crypto-awards-2024', 'move-vm', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",88872433754423.19,80315953435206.06,88796023463854.48,False,,62,80315953504698.92,1094497395.624619,,2025-07-01T18:25:00.000Z,1.362739714670243e-05,128087566.99707621,-34.6164,-1.12465152,-6.85581085,-2.85215361,-17.41708647,-27.43779817,13.11492158,1094497394.6776123,0.0336,1211099950.17,,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1151CB3d861920e07a38e03eEAd12C32178567F6,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
33597,Fartcoin,FARTCOIN,fartcoin,445,2024-10-23T17:42:55.000Z,"['memes', 'solana-ecosystem', 'ai-memes', 'pump-fun-ecosystem', 'terminal-of-truths', 'binance-alpha', 'binance-ecosystem', 'binance-listing']",1000000000.0,999998256.0,1000000000.0,False,,63,1000000000.0,1061385687.367262,,2025-07-01T18:26:00.000Z,1.061385687367262,163189274.240892,-0.3864,-2.90321824,-7.31397613,3.52101712,-5.19156686,-11.44960026,106.83091842,1061383836.3106233,0.0325,1061385687.37,,2025-07-01T18:26:00.000Z,5426.0,Solana,SOL,solana,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
28081,SPX6900,SPX,spx6900,398,2023-08-17T10:00:00.000Z,"['memes', 'ethereum-ecosystem', 'solana-ecosystem', 'base-ecosystem', 'binance-alpha', 'binance-ecosystem', 'binance-listing']",1000000000.0,930993090.07,930993090.07,False,,64,930993090.07,1044072919.4833511,,2025-07-01T18:26:00.000Z,1.1214615131083827,44860297.08800413,-24.3282,-1.38772199,-11.58090676,-15.23525177,12.87134878,95.43829995,116.15780455,1044072919.4833511,0.032,1121461513.11,,2025-07-01T18:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
7226,Injective,INJ,injective,487,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'ai-big-data', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,99970935.41,100000000.0,False,,65,,,,2025-07-01T18:25:00.000Z,10.327674141808625,78894874.2574536,-13.6247,-0.94266492,-5.01895519,-11.53156196,-13.18264706,0.39145179,17.1400323,1032467244.5662773,0.0316,1032767414.18,,2025-07-01T18:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe28b3b32b6c345a34ff64674606124dd5aceca30,2025-07-02 00:02:29.214596,Large Cap ($1B–$10B)
4847,Stacks,STX,stacks,246,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'gaming', 'smart-contracts', 'layer-2', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing']",1818000000.0,1532491652.50095,1532491652.50095,False,,66,1048765672.09,669003485.0360225,,2025-07-01T18:26:00.000Z,0.6378960551815352,28559513.70703917,3.6689,-0.65714796,-3.23626549,-4.02066108,-13.29245542,-22.43014818,3.39788675,977570379.7289882,0.03,1159695028.32,,2025-07-01T18:26:00.000Z,,,,,,2025-07-02 00:02:29.214596,Mid Cap ($100M–$1B)
